text	perspective_Gold	content_Gold	position_Gold	perspective_ChatGPT	content_ChatGPT	position_ChatGPT	content_LlamaChinese	position_LlamaChinese	perspective_LlamaChinese	content_Llama3	position_Llama3	perspective_Llama3
二位诗翁何不一开我茅塞？”二位忙道：“敢不遵命！不知何为题目？”日清云：“方才所咏花月，倒也别致，莫若萧陈各做一首，以广见闻。”二人如命，提笔立就，陈先萧后，写得字迹端庄，各人争来观看，日清高声朗诵。仿花月吟陈玉墀 p_s开尽心花对月轮，花身月魄两温存，花朝月夜餐云母，月窟花房绕竹孙。急系花铃催月镜，高磨月镜照花樽，拈花弄月怜又惜，重叠花阴罩月墩。p_e	character	scene	middle	character	scene	middle	plot	middle	character	commentary	middle	character
仿花月吟萧洪 p_s花辉玉菩月凌楼，问月评花尽夜游，花露朦胧残月度，月波荡漾落花流。多情月姐花容瘦，解语花姑月佩留，对月长歌花竞秀，月临花屿雁行秋。p_e天子看完喜道：“二位仁兄诗才敏妙，立意清新，令我月中现星之愧。”二人逊谢道：“小生兄弟还求指教为幸。”天子与日清起身作别，意欲回舟，萧探花及陈公子决意挽留一醉。天子见二人如此见爱，也不便过于推却，因伊船已备下酒筵，将舟湾泊堤边，立即入席，彼此开怀畅饮。	character	scene	middle	character	scene	middle	plot	beginning	narrator	commentary	middle	narrator
第十二回夺鲈鱼踢伤伦公子投村庄收罗众豪杰 诗曰：p_s英雄片语便伤心，喜见她磷动义精。绿林自有真豪杰，出场努力诛奸臣。p_e话说伦昌自恃拳勇，将日清打倒。天子眼明手快，骤起皤龙脚，正中在伦昌阴囊之上，即时倒地，吓得几个败残家人，急忙上前救起，飞奔回署去了。日清已经跳起，忙与天子跑回店中，拿了行李。店主因离得远，未知缘故，随收了食用钱，他二人出门去了。	narrator	commentary	beginning	character	character portraiture	middle	plot	middle	character	commentary	middle	narrator
到了那日，城厢内外均建酸，兼放烟火，沿海岸边，各设醮坛，僧道两教，各修人事，各行店铺，此三日内连宵斗胜，陈设百戏及古玩人物景致，以夸富丽而祝升平。四方之人，扶老携幼都来看热闹，兼到寺院庵堂，报施金钱，以结万人胜会。有诗为证；p_s长江灯市闹喧天，月朗中秋赛上元，千朵莲花飞水面，九层珠塔插云端。金签玉象来三宝，琼阁瑶台列八仙，普渡慈航逢此节，官民同乐万人欢。p_e闲言表过不提，且说天子同日清住在姚磷家，十分相投，这姚磷乃是一个最好交友的，今见高周二位，肝胆相照，更见亲爱，而且中元今节，每日在庄与文人王太公酒筵相待，极尽地主之谊，饮到酒浓之际，或谈诗赋，或讲经典，兵书战策，拳棒技艺，精究其理，以广见闻。因此三人俱恨相见之晚，自十三日前后，这几天都是公子自己陪着看那水陆灯景。	narrator	scene	middle	narrator	scene	middle	commentary	middle	narrator	commentary	middle	narrator
第十三回妖道人围困海波庄玉面虎阵斩高发仕 诗曰：p_s邪正原来自古分，白莲教匪枉劳心。群雄赴义施威勇，杀贼安邦辅圣君。p_e话说金标饱餐战饭，上马提枪，即杀奔贼营而来，这时朱胡吕安营未定，措手不及，被金标拼命杀进营盘，远者枪挑，近者锏打。自古道：“一人拼命，万夫莫当。”这金标乃是有名武将，一枪一锏何等厉害。	narrator	commentary	beginning	narrator	commentary	middle	commentary	middle	character	commentary	beginning	narrator
且说朱胡吕到了次日清晨，升坐帐中，唤高发仕之子高能霸，将他父亲棺木，运回安葬。因安营未定，先丧名将，即欲攻打，以泄此愤，当下高能霸领棺回去后，至半路遇风沉船，一家大小，尽埋鱼腹，此乃为臣不忠之报。后人有诗记之曰：p_s欺心奸贼逼明君，天灭全家绝嗣根。只为帝王洪福大，绿林豪杰也归真。p_e是时朱胡吕打发高能霸去后，遂问帐下：“哪位将军，前去打庄，待贫道押阵，用法相助？”只见一将应声愿去，乃是先锋毛英，毛英连忙结束停当，腰藏十二枚飞镖，坐下一匹卷毛赤兔马，手持一把三尖两刃刀，一马当先，来至庄外，朱胡吕亲押后队，即来讨战。	narrator	commentary	middle	narrator	commentary	end	plot	beginning	narrator	commentary	middle	narrator
第十四回少林寺门徒私下山锦纶堂行家公入禀 诗曰：p_s父仇不报非人子，友谊何深胜兄弟。事到渐骄机渐险，贪财有客送残生。p_e前集已说圣天子往姑苏游玩。再说福建少林寺住持至善禅师，与门徒在寺里教习拳棒，忽然胡惠乾禀道：“弟子欲拜别师父回广东，一来祭扫先人坟墓，二则复机房杀父冤仇，望师父哀怜俯允。”至善样师听了胡惠乾跪禀之言，用手扶起说道：“贤徒，你急于为父伸冤，想回广东，可见孝心，此事不难，亦无不允，只是本寺向来规矩，所有入门学艺各徒，均要工夫十足，学满十年，打得过这一百零八度，方准放行。	narrator	commentary	beginning	character	plot	middle	plot	beginning	narrator	commentary	beginning	narrator
第十五回牛化蛟贪财丧命吕英布仗义报仇 诗曰：p_s自古知机为俊杰，只因财利可亡身。曲直常分仇可报，英布无端惹祸深。p_e且说胡惠乾在水月台上，与牛化蛟拼命争斗，两人各显武艺，你要我心肝为父报仇，我要你五脏为机房众人出气。极力杀了半天，因胡惠乾比牛化蛟矮小，气力抵挡不住，心中暗想，若再力敌，定为他所害，幸有至善禅师秘传花拳，名唤雁荡平沙，若遇力不及人，用此反弱为强，定能取胜。	narrator	commentary	beginning	narrator	commentary	middle	plot	middle	narrator	commentary	middle	narrator
李雄道：“吕英布师伯前有信来，说在肇庆府城南门大街开设武馆，若论武艺，比我师父胜得几倍，恐他不来，若肯来就是两个胡惠乾，也敌他不过。”各人闻言大悦，忙又凑备礼金，仍是三千两银单，叫牛化蛟四个弟子搭船望肇庆府而去。后人看到此处，笑牛化蛟贪财送命，又要举荐师兄弟来此送命，可谓好勇无谋，作诗一首，以讽其妄。诗云：p_s好勇贪财送命该，魂归枉自哭泉台，如何至死犹难悟，还欲师兄泄恨来。p_e却说锦纶堂备银即往肇庆府，请吕英布前来报仇泄愤。且说胡惠乾在水月台，用八卦蝴蝶掌打牛化蛟跌下台去，洪熙官等各师兄弟，忙上前护住，接他下台。此时胡惠乾力尽筋疲，面如土色，当着众人面前，勉强支持，硬作安闲样子，各师兄弟请他坐了轿子，一路花红串炮，径回西禅寺，十分热闹。	narrator	commentary	middle	narrator	commentary	middle	plot	middle	narrator	commentary	middle	narrator
胡惠乾一看，心花大放，趁势一拳照吕英布耳旁命门就打，这吕英布手腕骨折，痛切于心，急欲败回台去，耳上着了胡惠乾拼命一拳，只觉天旋地转，一交跌在水月台上，偏遇这胡惠乾又起一脚，向他颈上打去，将筋骨打断，岂能再活？吕英布顿时呜呼，死在胡惠乾之手。后人看到此处，可惜他一身本领，因手足情重，不幸被人暗算，因作诗以叹之：p_s手足情真义更深，弟仇兄报反捐生。虽然惨被奸人算，留得贤名贯古今。p_e当下各师弟及众行友，飞扑上台来救，已经筋断骨折，死在台上。胡惠乾将身一纵，跳下水月台，站在庙前，坐进轿内，神色如常，四方人齐声赞美，果是英雄好汉。胡惠乾各师兄弟，一路串炮花红，威武迎回西禅寺武馆中。	narrator	commentary	middle	narrator	commentary	middle	commentary	end	narrator	commentary	middle	narrator
第十六回雷大鹏别师下山胡惠乾送儿入寺 诗曰：p_s前后遥遥两奇冤，学成拳脚也非宜。只因自负天生勇，同往泉台觅道师。p_e话说牛强及锦纶堂值事，带了礼物，运着两具棺木，一路到武当山玄帝庙前。这庙造得十分雄壮，皆因明太祖当日在此湖中征灭陈友谅，蒙圣帝显灵相助，所以建庙，以报神恩，着地方官春秋致祭。	narrator	commentary	beginning	character	character portraiture	middle	plot	beginning	narrator	commentary	beginning	narrator
第十七回下武当道德报仇游羊城五枚解怨 诗曰：p_s门徒被害痛归心，未报三徒此恨仇。岂期又遇豪强通，一腔怒气不能收。p_e话说冯道德及锦纶堂各位值事、各徒孙等，由武当起程，连夜赶来报仇。且说云南白鹤洞五枚尼姑，素与广东省城西关外龙庆坊龙庆庵主持尼姑小唐十分深厚，每三两年间，不是你来探我，就是我来访你，断不失约，如胶投漆，胜于管鲍。	narrator	commentary	beginning	character	commentary	middle	plot	middle	character	commentary	beginning	narrator
第十八回刘阁老屡代光昌赵庆芳武艺无双 诗曰：p_s姑苏天下最繁华，吴王伯业至今夸。子胥经济兼雄略，一腔忠义在邦家。p_e且说老道冯道德飞步追赶胡惠乾到顺母桥，已经赶上，用尽千斤神力，一拳照正后心打来，十分厉害。五枚看见，急忙上前伸开右臂，往上用力一格，大叫：“为兄在此，三弟不可动手！”这一架，把个冯道德连退十多步，震得手臂酸麻，大吃一惊。	narrator	commentary	beginning	character	character portraiture	middle	commentary	middle	character	commentary	beginning	narrator
天子见凤娇写得笔走蛟龙，十分爱她。张亦随即想出一联，提笔写在笺上道：“六木森森，桃梅杏李松柏。”高天赐接口曰：“四山出出，泰华嵩岳昆仑。”廷怀大加赞赏，倍相敬重。是日天气炎热，扇不离手，凤娇将其手中金面纸扇，求高贵人大作一题，高天赐接过扇儿，铺在桌上，一挥而就，意存规诲，指点迷津，见八句七言诗词咏道：p_s体态生成月半钩，清风流畅快心愁。时逢炎热多相爱，秋至寒来却不留。质似红颜羞薄命，花残纸烂悔难谋。趁早脱身休落后，免教白骨望谁收。p_e金凤娇接过看完，感激道：“贱妾久有此心，恨未得其人，今蒙金石良言，这诗当为妾座右铭，以志不忘。”天子道：“急流勇退，机不可失，愿各美人勉之，今日之会，殊快心怀，张兄何不就将美妓为题，作诗以见其概如何？”张君可遵命，提笔写道：	character	scene	middle	character	commentary	middle	commentary	beginning	narrator	commentary	middle	narrator
第十九回赵教头知机识主朱知府偏断亡身 诗曰：p_s自古豪杰要知主，曾记庆芳把礼施。台前能识真主命，万岁留名在一时。p_e话说赵庆芳见一人上台，生得龙眉凤目，相貌惊人，开言道：“来者留名，方能交手。”天子道：“吾乃姓高名天赐，特来与你比较。”庆芳道：“只管来！”天子用手一展，用狮子滚球过去，庆芳一见，用猛虎擒羊，双手格开，斗了百有余回合，不分高下。	narrator	commentary	beginning	character	character portraiture	middle	plot	middle	character	commentary	middle	narrator
第二十回苏州城白花蛇劫狱牛头山黄协镇丧师 诗曰：p_s天下太平世间希，真主闲游谁人知。为官不用奸贯巧，事到头来恨也迟。p_e却说杭州臬司接到杭州县道并协镇洋文大惊，即传书办，立刻备移文苏州臬司，札行苏州府县武营，将张廷怀等，按名捉拿无许漏网。苏州臬司接到杭州臬台移文，立即扎饬苏州府县，出示悬赏。苏州府县札谕，出下告示令各武营查拿：	narrator	commentary	beginning	narrator	commentary	middle	plot	middle	narrator	commentary	beginning	narrator
第二十一回接圣驾区镇威擢职结亲谊周日清吟诗 诗曰：p_s从来圣主百灵迎，堪笑庸臣枉用兵。更有英雄同辅助，水保江山定太平。p_e却说圣天子与周日清游玩观音山数日，将各处胜景游览一遍，这日传说官兵与牛头山人马厮杀，官兵死伤极多，圣天子即同日清回张家庄而来。行至半路恰值二守备收兵回城，区镇威见是圣上，随即跪下奏道：“臣自赴京引见，得观圣容，后令供职江南，业已两载，不知圣驾临幸，有失保护，罪该万死。”	narrator	commentary	beginning	character	commentary	middle	plot	beginning	narrator	commentary	middle	narrator
